submitit INFO (2023-11-07 23:26:03,477) - Starting with JobEnvironment(job_id=14165175, hostname=gpusrv51.scidom.de, local_rank=0(1), node=0(1), global_rank=0(1))
submitit INFO (2023-11-07 23:26:03,478) - Loading pickle: /home/icb/alessandro.palma/environment/IMPA/IMPA/IMPA/../project_dir/multiruns/2023-11-07_23-25-56/.submitit/14165175/14165175_submitted.pkl
Number of parameters in generator: 24318595
Number of parameters in style_encoder: 14329472
Number of parameters in discriminator: 14299718
Number of parameters in mapping_network: 11328
Initializing embedding_matrix...
Initializing generator...
Initializing style_encoder...
Initializing discriminator...
Initializing mapping_network...
[Adam (
Parameter Group 0
    amsgrad: False
    betas: [0, 0.99]
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 0.0001
    maximize: False
    weight_decay: 0.0001
), Adam (
Parameter Group 0
    amsgrad: False
    betas: [0, 0.99]
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 0.0001
    maximize: False
    weight_decay: 0.0001
), Adam (
Parameter Group 0
    amsgrad: False
    betas: [0, 0.99]
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 0.0001
    maximize: False
    weight_decay: 0.0001
), Adam (
Parameter Group 0
    amsgrad: False
    betas: [0, 0.99]
    capturable: False
    differentiable: False
    eps: 1e-08
    foreach: None
    fused: None
    lr: 0.0001
    maximize: False
    weight_decay: 0.0001
)]

Training: |          | 0/? [00:00<?, ?it/s]
Training:   0%|          | 0/571 [00:00<?, ?it/s]
Epoch 0:   0%|          | 0/571 [00:00<?, ?it/s] 
Epoch 0:   0%|          | 1/571 [00:21<3:24:17,  0.05it/s]
Epoch 0:   0%|          | 1/571 [00:21<3:24:17,  0.05it/s, v_num=6ki3]
Epoch 0:   0%|          | 2/571 [00:21<1:44:18,  0.09it/s, v_num=6ki3]
Epoch 0:   0%|          | 2/571 [00:21<1:44:18,  0.09it/s, v_num=6ki3]
Epoch 0:   1%|          | 3/571 [00:22<1:10:58,  0.13it/s, v_num=6ki3]
Epoch 0:   1%|          | 3/571 [00:22<1:10:58,  0.13it/s, v_num=6ki3]
Epoch 0:   1%|          | 4/571 [00:22<54:18,  0.17it/s, v_num=6ki3]  
Epoch 0:   1%|          | 4/571 [00:22<54:18,  0.17it/s, v_num=6ki3]
Epoch 0:   1%|          | 5/571 [00:23<44:18,  0.21it/s, v_num=6ki3]
Epoch 0:   1%|          | 5/571 [00:23<44:18,  0.21it/s, v_num=6ki3]
Epoch 0:   1%|          | 6/571 [00:23<37:37,  0.25it/s, v_num=6ki3]
Epoch 0:   1%|          | 6/571 [00:23<37:37,  0.25it/s, v_num=6ki3]
Epoch 0:   1%|          | 7/571 [00:24<32:50,  0.29it/s, v_num=6ki3]
Epoch 0:   1%|          | 7/571 [00:24<32:50,  0.29it/s, v_num=6ki3]
Epoch 0:   1%|▏         | 8/571 [00:24<29:16,  0.32it/s, v_num=6ki3]
Epoch 0:   1%|▏         | 8/571 [00:24<29:16,  0.32it/s, v_num=6ki3]
Epoch 0:   2%|▏         | 9/571 [00:25<26:28,  0.35it/s, v_num=6ki3]
Epoch 0:   2%|▏         | 9/571 [00:25<26:28,  0.35it/s, v_num=6ki3]
Epoch 0:   2%|▏         | 10/571 [00:25<24:15,  0.39it/s, v_num=6ki3]
Epoch 0:   2%|▏         | 10/571 [00:25<24:15,  0.39it/s, v_num=6ki3]
Epoch 0:   2%|▏         | 11/571 [00:26<22:25,  0.42it/s, v_num=6ki3]
Epoch 0:   2%|▏         | 11/571 [00:26<22:25,  0.42it/s, v_num=6ki3]
Epoch 0:   2%|▏         | 12/571 [00:26<20:54,  0.45it/s, v_num=6ki3]
Epoch 0:   2%|▏         | 12/571 [00:26<20:54,  0.45it/s, v_num=6ki3]
Epoch 0:   2%|▏         | 13/571 [00:27<19:36,  0.47it/s, v_num=6ki3]
Epoch 0:   2%|▏         | 13/571 [00:27<19:36,  0.47it/s, v_num=6ki3]
Epoch 0:   2%|▏         | 14/571 [00:27<18:30,  0.50it/s, v_num=6ki3]
Epoch 0:   2%|▏         | 14/571 [00:27<18:30,  0.50it/s, v_num=6ki3]
Epoch 0:   3%|▎         | 15/571 [00:28<17:32,  0.53it/s, v_num=6ki3]
Epoch 0:   3%|▎         | 15/571 [00:28<17:32,  0.53it/s, v_num=6ki3]
Epoch 0:   3%|▎         | 16/571 [00:28<16:42,  0.55it/s, v_num=6ki3]
Epoch 0:   3%|▎         | 16/571 [00:28<16:42,  0.55it/s, v_num=6ki3]
Epoch 0:   3%|▎         | 17/571 [00:29<15:57,  0.58it/s, v_num=6ki3]
Epoch 0:   3%|▎         | 17/571 [00:29<15:57,  0.58it/s, v_num=6ki3]
Epoch 0:   3%|▎         | 18/571 [00:29<15:17,  0.60it/s, v_num=6ki3]
Epoch 0:   3%|▎         | 18/571 [00:29<15:17,  0.60it/s, v_num=6ki3]
Epoch 0:   3%|▎         | 19/571 [00:30<14:42,  0.63it/s, v_num=6ki3]
Epoch 0:   3%|▎         | 19/571 [00:30<14:42,  0.63it/s, v_num=6ki3]
Epoch 0:   4%|▎         | 20/571 [00:30<14:10,  0.65it/s, v_num=6ki3]
Epoch 0:   4%|▎         | 20/571 [00:30<14:10,  0.65it/s, v_num=6ki3]
Epoch 0:   4%|▎         | 21/571 [00:31<13:41,  0.67it/s, v_num=6ki3]
Epoch 0:   4%|▎         | 21/571 [00:31<13:41,  0.67it/s, v_num=6ki3]
Epoch 0:   4%|▍         | 22/571 [00:31<13:14,  0.69it/s, v_num=6ki3]
Epoch 0:   4%|▍         | 22/571 [00:31<13:14,  0.69it/s, v_num=6ki3]
Epoch 0:   4%|▍         | 23/571 [00:32<12:50,  0.71it/s, v_num=6ki3]
Epoch 0:   4%|▍         | 23/571 [00:32<12:50,  0.71it/s, v_num=6ki3]
Epoch 0:   4%|▍         | 24/571 [00:32<12:27,  0.73it/s, v_num=6ki3]
Epoch 0:   4%|▍         | 24/571 [00:32<12:27,  0.73it/s, v_num=6ki3]
Epoch 0:   4%|▍         | 25/571 [00:33<12:07,  0.75it/s, v_num=6ki3]
Epoch 0:   4%|▍         | 25/571 [00:33<12:07,  0.75it/s, v_num=6ki3]
Epoch 0:   5%|▍         | 26/571 [00:33<11:48,  0.77it/s, v_num=6ki3]
Epoch 0:   5%|▍         | 26/571 [00:33<11:48,  0.77it/s, v_num=6ki3]
Epoch 0:   5%|▍         | 27/571 [00:34<11:30,  0.79it/s, v_num=6ki3]
Epoch 0:   5%|▍         | 27/571 [00:34<11:30,  0.79it/s, v_num=6ki3]
Epoch 0:   5%|▍         | 28/571 [00:34<11:14,  0.81it/s, v_num=6ki3]
Epoch 0:   5%|▍         | 28/571 [00:34<11:14,  0.81it/s, v_num=6ki3]
Epoch 0:   5%|▌         | 29/571 [00:35<10:58,  0.82it/s, v_num=6ki3]
Epoch 0:   5%|▌         | 29/571 [00:35<10:58,  0.82it/s, v_num=6ki3]
Epoch 0:   5%|▌         | 30/571 [00:35<10:44,  0.84it/s, v_num=6ki3]
Epoch 0:   5%|▌         | 30/571 [00:35<10:44,  0.84it/s, v_num=6ki3]
Epoch 0:   5%|▌         | 31/571 [00:36<10:30,  0.86it/s, v_num=6ki3]
Epoch 0:   5%|▌         | 31/571 [00:36<10:31,  0.86it/s, v_num=6ki3]
Epoch 0:   6%|▌         | 32/571 [00:36<10:18,  0.87it/s, v_num=6ki3]
Epoch 0:   6%|▌         | 32/571 [00:36<10:18,  0.87it/s, v_num=6ki3]
Epoch 0:   6%|▌         | 33/571 [00:37<10:06,  0.89it/s, v_num=6ki3]
Epoch 0:   6%|▌         | 33/571 [00:37<10:06,  0.89it/s, v_num=6ki3]
Epoch 0:   6%|▌         | 34/571 [00:37<09:55,  0.90it/s, v_num=6ki3]
Epoch 0:   6%|▌         | 34/571 [00:37<09:55,  0.90it/s, v_num=6ki3]
Epoch 0:   6%|▌         | 35/571 [00:38<09:44,  0.92it/s, v_num=6ki3]
Epoch 0:   6%|▌         | 35/571 [00:38<09:44,  0.92it/s, v_num=6ki3]
Epoch 0:   6%|▋         | 36/571 [00:38<09:34,  0.93it/s, v_num=6ki3]
Epoch 0:   6%|▋         | 36/571 [00:38<09:34,  0.93it/s, v_num=6ki3]
Epoch 0:   6%|▋         | 37/571 [00:39<09:24,  0.95it/s, v_num=6ki3]
Epoch 0:   6%|▋         | 37/571 [00:39<09:24,  0.95it/s, v_num=6ki3]
Epoch 0:   7%|▋         | 38/571 [00:39<09:15,  0.96it/s, v_num=6ki3]
Epoch 0:   7%|▋         | 38/571 [00:39<09:15,  0.96it/s, v_num=6ki3]
Epoch 0:   7%|▋         | 39/571 [00:40<09:07,  0.97it/s, v_num=6ki3]
Epoch 0:   7%|▋         | 39/571 [00:40<09:07,  0.97it/s, v_num=6ki3]
Epoch 0:   7%|▋         | 40/571 [00:40<08:59,  0.99it/s, v_num=6ki3]
Epoch 0:   7%|▋         | 40/571 [00:40<08:59,  0.99it/s, v_num=6ki3]
Epoch 0:   7%|▋         | 41/571 [00:41<08:51,  1.00it/s, v_num=6ki3]
Epoch 0:   7%|▋         | 41/571 [00:41<08:51,  1.00it/s, v_num=6ki3]
Epoch 0:   7%|▋         | 42/571 [00:41<08:43,  1.01it/s, v_num=6ki3]
Epoch 0:   7%|▋         | 42/571 [00:41<08:43,  1.01it/s, v_num=6ki3]
Epoch 0:   8%|▊         | 43/571 [00:42<08:36,  1.02it/s, v_num=6ki3]
Epoch 0:   8%|▊         | 43/571 [00:42<08:36,  1.02it/s, v_num=6ki3]
Epoch 0:   8%|▊         | 44/571 [00:42<08:29,  1.03it/s, v_num=6ki3]
Epoch 0:   8%|▊         | 44/571 [00:42<08:29,  1.03it/s, v_num=6ki3]
Epoch 0:   8%|▊         | 45/571 [00:43<08:23,  1.05it/s, v_num=6ki3]
Epoch 0:   8%|▊         | 45/571 [00:43<08:23,  1.05it/s, v_num=6ki3]
Epoch 0:   8%|▊         | 46/571 [00:43<08:16,  1.06it/s, v_num=6ki3]
Epoch 0:   8%|▊         | 46/571 [00:43<08:16,  1.06it/s, v_num=6ki3]
Epoch 0:   8%|▊         | 47/571 [00:44<08:10,  1.07it/s, v_num=6ki3]
Epoch 0:   8%|▊         | 47/571 [00:44<08:10,  1.07it/s, v_num=6ki3]
Epoch 0:   8%|▊         | 48/571 [00:44<08:04,  1.08it/s, v_num=6ki3]
Epoch 0:   8%|▊         | 48/571 [00:44<08:04,  1.08it/s, v_num=6ki3]
Epoch 0:   9%|▊         | 49/571 [00:44<07:59,  1.09it/s, v_num=6ki3]
Epoch 0:   9%|▊         | 49/571 [00:44<07:59,  1.09it/s, v_num=6ki3]
Epoch 0:   9%|▉         | 50/571 [00:45<07:53,  1.10it/s, v_num=6ki3]
Epoch 0:   9%|▉         | 50/571 [00:45<07:53,  1.10it/s, v_num=6ki3]
Epoch 0:   9%|▉         | 51/571 [00:45<07:48,  1.11it/s, v_num=6ki3]
Epoch 0:   9%|▉         | 51/571 [00:45<07:48,  1.11it/s, v_num=6ki3]
Epoch 0:   9%|▉         | 52/571 [00:46<07:43,  1.12it/s, v_num=6ki3]
Epoch 0:   9%|▉         | 52/571 [00:46<07:43,  1.12it/s, v_num=6ki3]
Epoch 0:   9%|▉         | 53/571 [00:46<07:38,  1.13it/s, v_num=6ki3]
Epoch 0:   9%|▉         | 53/571 [00:46<07:38,  1.13it/s, v_num=6ki3]
Epoch 0:   9%|▉         | 54/571 [00:47<07:34,  1.14it/s, v_num=6ki3]
Epoch 0:   9%|▉         | 54/571 [00:47<07:34,  1.14it/s, v_num=6ki3]
Epoch 0:  10%|▉         | 55/571 [00:47<07:29,  1.15it/s, v_num=6ki3]
Epoch 0:  10%|▉         | 55/571 [00:47<07:29,  1.15it/s, v_num=6ki3]
Epoch 0:  10%|▉         | 56/571 [00:48<07:25,  1.16it/s, v_num=6ki3]
Epoch 0:  10%|▉         | 56/571 [00:48<07:25,  1.16it/s, v_num=6ki3]
Epoch 0:  10%|▉         | 57/571 [00:48<07:20,  1.17it/s, v_num=6ki3]
Epoch 0:  10%|▉         | 57/571 [00:48<07:20,  1.17it/s, v_num=6ki3]
Epoch 0:  10%|█         | 58/571 [00:49<07:16,  1.17it/s, v_num=6ki3]
Epoch 0:  10%|█         | 58/571 [00:49<07:16,  1.17it/s, v_num=6ki3]
Epoch 0:  10%|█         | 59/571 [00:49<07:12,  1.18it/s, v_num=6ki3]
Epoch 0:  10%|█         | 59/571 [00:49<07:12,  1.18it/s, v_num=6ki3]
Epoch 0:  11%|█         | 60/571 [00:50<07:08,  1.19it/s, v_num=6ki3]
Epoch 0:  11%|█         | 60/571 [00:50<07:08,  1.19it/s, v_num=6ki3]
Epoch 0:  11%|█         | 61/571 [00:50<07:04,  1.20it/s, v_num=6ki3]
Epoch 0:  11%|█         | 61/571 [00:50<07:04,  1.20it/s, v_num=6ki3]
Epoch 0:  11%|█         | 62/571 [00:51<07:01,  1.21it/s, v_num=6ki3]
Epoch 0:  11%|█         | 62/571 [00:51<07:01,  1.21it/s, v_num=6ki3]
Epoch 0:  11%|█         | 63/571 [00:51<06:57,  1.22it/s, v_num=6ki3]
Epoch 0:  11%|█         | 63/571 [00:51<06:57,  1.22it/s, v_num=6ki3]
Epoch 0:  11%|█         | 64/571 [00:52<06:54,  1.22it/s, v_num=6ki3]
Epoch 0:  11%|█         | 64/571 [00:52<06:54,  1.22it/s, v_num=6ki3]
Epoch 0:  11%|█▏        | 65/571 [00:52<06:50,  1.23it/s, v_num=6ki3]
Epoch 0:  11%|█▏        | 65/571 [00:52<06:50,  1.23it/s, v_num=6ki3]
Epoch 0:  12%|█▏        | 66/571 [00:53<06:47,  1.24it/s, v_num=6ki3]
Epoch 0:  12%|█▏        | 66/571 [00:53<06:47,  1.24it/s, v_num=6ki3]
Epoch 0:  12%|█▏        | 67/571 [00:53<06:44,  1.25it/s, v_num=6ki3]
